itemId	category
541	2
542	2
543	0
544	0
545	0
546	2
547	2
548	2
549	1
550	1
551	2
552	2
553	0
554	1
555	5
556	5
557	5
558	5
559	5
560	5
561	2
562	2
563	2
564	2
565	5
566	5
567	0
568	2
569	6
570	2
571	2
572	2
573	0
574	3
575	2
576	2
577	2
578	4
579	4
580	4
581	1
582	1
583	1
584	1
585	1
586	0
587	2
588	2
589	6
590	5
591	5
592	5
593	1
594	2
595	2
596	2
597	6
598	6
599	6
600	2
601	2
602	5
603	5
604	6
605	6
606	2
607	2
608	2
609	1
610	1
611	5
612	5
613	8
614	8
615	8
616	2
617	2
618	2
619	2
620	2
621	2
622	2
623	2
624	2
625	2
626	2
627	1
628	1
629	0
630	2
631	2
632	2
633	2
634	2
635	2
636	2
637	2
638	2
639	0
640	1
641	0
642	0
643	2
644	1
645	1
646	2
647	2
648	0
649	1
650	5
651	5
652	2
653	2
654	5
655	4
656	4
657	12
658	12
659	0
660	0
661	0
662	0
663	2
664	2
665	5
666	2
667	2
668	3
669	3
670	5
670	11
671	5
672	2
673	2
674	5
675	5
676	5
677	5
678	5
679	5
680	5
681	0
682	0
683	1
684	1
685	1
686	1
687	8
688	2
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	2
697	2
698	2
699	2
700	2
701	2
702	2
703	4
704	10
705	6
706	6
707	6
708	6
709	6
710	0
711	7
712	2
713	2
714	0
715	0
716	2
717	2
718	2
719	2
720	2
721	2
722	5
723	5
724	5
725	5
726	5
727	5
728	0
729	2
730	2
731	1
732	2
733	2
734	0
735	0
736	1
737	1
738	0
739	4
740	4
741	5
742	5
743	5
744	2
745	2
746	2
747	2
748	2
749	2
750	10
751	6
752	4
753	2
754	0
755	1
756	5
757	2
758	2
759	2
760	2
761	2
762	2
763	2
764	2
765	2
766	2
767	2
768	2
769	2
770	2
771	2
772	2
773	1
774	1
775	1
775	18
776	8
777	8
778	0
779	0
780	0
781	0
782	5
783	5
784	5
785	0
786	7
787	2
788	2
789	2
790	2
791	2
792	2
793	1
794	1
795	1
796	1
797	2
798	2
799	2
800	0
801	5
802	5
803	2
804	2
805	4
806	5
807	5
808	5
809	5
810	0
811	0
812	0
813	2
814	2
815	2
816	2
817	2
818	2
819	2
820	6
821	6
822	8
823	2
824	4
825	4
826	4
827	5
828	8
829	8
830	8
831	8
832	8
833	6
834	2
835	2
836	2
837	2
838	2
839	0
840	0
841	0
842	2
843	2
844	6
845	2
846	2
847	2
848	2
849	2
850	2
851	2
852	2
853	2
854	2
855	2
856	2
857	2
858	6
859	6
860	6
861	2
862	2
863	2
864	8
865	6
866	6
867	2
868	2
869	2
870	2
871	0
872	2
873	2
874	2
875	2
876	5
877	5
878	2
879	2
880	4
881	4
882	4
883	2
884	2
885	2
886	2
887	2
888	2
889	0
890	0
891	1
891	17
892	2
893	2
894	2
895	2
896	8
897	2
898	2
899	2
900	2
901	2
902	2
903	2
904	2
905	2
906	2
907	8
908	8
909	2
910	2
911	2
912	5
913	5
914	2
915	0
916	5
917	2
918	2
919	1
920	1
921	5
922	1
923	1
924	1
925	2
926	2
927	0
928	2
929	2
930	2
931	2
932	5
933	5
934	5
935	5
936	3
937	3
938	3
939	5
940	5
941	5
942	8
943	8
944	3
945	0
946	0
947	2
948	2
949	2
950	0
951	4
952	4
953	2
954	2
955	5
956	5
957	5
958	5
959	5
960	5
961	2
962	2
963	2
964	2
965	2
966	6
967	6
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	2
984	2
985	2
986	2
987	2
988	8
989	1
990	1
991	5
992	2
993	2
994	1
995	1
996	1
997	4
998	4
999	2
1000	2
1001	2
1002	5
1003	5
1004	5
1005	5
1006	5
1007	6
1008	6
1009	6
1010	6
1011	3
1012	3
1013	8
1014	2
1015	0
1016	0
1017	2
1018	8
1019	2
1020	2
1021	2
1022	2
1023	2
1024	2
1025	8
1026	1
1027	8
1028	2
1029	2
1030	2
1031	2
1032	2
1033	2
1034	2
1035	0
1036	0
1037	0
1038	0
1039	5
1040	1
1041	0
1042	0
1043	2
1044	2
1045	2
1046	2
1047	2
1048	2
1049	2
1050	2
1051	2
1052	2
1053	2
1054	6
1055	6
1056	0
1057	0
1058	2
1059	1
1060	8
1061	2
1062	2
1063	2
1064	2
1065	7
1066	7
1067	7
1068	7
1069	7
1070	7
1071	7
1072	7
1073	7
1074	7
1075	3
1076	5
1076	11
1077	5
1078	5
1079	5
1080	2
1081	5
1082	5
1082	11
1083	6
1084	6
1085	7
1086	7
1087	2
1088	2
1089	2
1090	2
1091	2
1092	2
1093	2
1094	2
1095	2
1096	1
1097	1
1098	5
1099	2
1100	2
1101	2
1102	2
1103	2
1104	2
1105	2
1106	7
1107	7
1108	7
1109	7
1110	7
1111	7
1112	7
1113	7
1114	7
1115	7
1116	7
1117	7
1118	0
1119	0
1120	2
1121	2
1122	0
1123	2
1124	2
1125	2
1126	2
1127	2
1128	2
1129	2
1130	2
1131	2
1132	2
1133	2
1134	2
1135	1
1136	5
1137	5
1138	5
1139	2
1140	2
1141	5
1142	5
1143	6
1144	2
1145	2
1146	2
1147	1
1148	1
1149	2
1150	2
1151	2
1152	2
1153	2
1154	0
1155	2
1156	0
1157	0
1158	2
1159	2
1160	5
1161	2
1162	2
1163	10
1164	0
1165	0
1166	2
1167	5
1168	5
1169	5
1170	5
1171	5
1172	5
1173	5
1174	5
1175	1
1176	1
1177	2
1178	2
1179	2
1180	5
1181	5
1182	0
1183	8
1184	8
1185	5
1186	2
1187	2
1188	2
1189	2
1190	2
1191	2
1192	2
1193	5
1194	5
1195	5
1196	5
1197	5
1198	5
1199	5
1200	5
1201	5
1202	5
1203	5
1204	8
1205	8
1206	4
1207	4
1208	4
1209	2
1210	2
1211	2
1212	2
1213	2
1214	2
1215	2
1216	2
1217	6
1218	0
1219	0
1220	2
1221	6
1222	5
1223	5
1224	5
1225	5
1226	5
1227	5
1228	5
1229	0
1230	0
1231	0
1232	2
1233	2
1234	2
1235	2
1236	6
1237	0
1238	5
1239	5
1240	5
1241	4
1242	4
1243	4
1244	0
1244	17
1245	0
1246	5
1247	5
1248	5
1249	5
1250	5
1251	2
1252	5
1253	0
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	3
1263	3
1264	5
1265	5
1266	5
1267	5
1268	2
1269	0
1270	0
1271	0
1272	2
1273	2
1274	1
1275	2
1276	2
1277	5
1278	5
1279	4
1280	4
1281	4
1282	4
1283	4
1284	5
1285	5
1286	0
1287	0
1288	4
1289	4
1290	4
1291	7
1292	2
1293	4
1294	2
1295	1
1296	1
1297	1
1298	2
1299	5
1300	6
1301	6
1302	8
1303	8
1304	5
1305	5
1306	5
1307	5
1308	5
1309	5
1310	5
1311	5
1312	5
1313	6
1314	5
1315	3
1316	3
1317	6
1318	6
1319	6
1320	6
1321	2
1322	6
1323	6
1324	5
1325	5
1326	2
1327	2
1328	1
1329	5
1330	5
1331	5
1332	5
1333	2
1334	2
1335	5
1336	5
1337	2
1338	5
1339	5
1340	1
1341	2
1342	5
1343	5
1344	6
1345	6
1346	2
1347	8
1348	5
1349	2
1350	2
1351	0
1352	0
1353	2
1354	2
1355	2
1356	5
1357	5
1358	5
1359	5
1360	2
1361	5
1362	2
1363	6
1364	6
1365	6
1366	4
1367	1
1368	5
1369	2
1370	2
1371	2
1372	5
1373	4
1374	4
1375	4
1376	2
1377	2
1378	2
1379	2
1380	2
1381	5
1382	5
1383	5
1384	5
1385	5
1386	5
1387	5
1388	2
1389	2
1390	8
1391	8
1392	0
1393	0
1394	0
1395	4
1396	4
1397	0
1398	1
1399	2
1400	2
1401	6
1402	6
1403	2
1404	2
1405	0
1406	0
1407	2
1408	6
1409	6
1410	6
1411	5
1412	5
1413	5
1414	2
1415	2
1416	0
1417	0
1418	1
1419	1
1420	0
1421	2
1422	0
1423	0
1424	0
1425	0
1426	0
1427	2
1428	2
1429	2
1430	5
1431	5
1432	2
1433	3
1434	2
1435	6
1436	8
1437	8
1438	8
1439	2
1440	2
1441	2
1442	2
1443	2
1444	2
1445	8
1446	8
1447	8
1448	2
1449	2
1450	2
1451	2
1452	6
1453	8
1454	8
1455	8
1456	8
1457	8
1458	5
1459	5
1460	6
1461	2
1462	2
1463	6
1464	6
1465	5
1466	5
1467	5
1468	5
1469	5
1470	6
1471	2
1472	1
1473	1
1474	1
1475	1
1476	2
1477	2
1478	5
1479	5
1480	5
1481	5
1482	0
1483	0
1484	0
1485	8
1486	8
1487	8
1488	8
1489	5
1490	5
1491	5
1492	5
1493	5
1494	1
1495	1
1496	1
1497	5
1498	0
1499	0
1500	2
1501	2
1502	7
1503	7
1504	2
1505	2
1506	2
1507	2
1508	2
1509	2
1510	2
1511	2
1512	2
1513	2
1514	2
1515	2
1516	2
1517	2
1518	2
1519	2
1520	5
1521	5
1522	0
1523	7
1524	0
1525	5
1526	5
1527	6
1528	2
1529	5
1530	5
1531	5
1532	2
1533	2
1534	2
1535	2
1536	2
1537	2
1538	2
1539	2
1540	2
1541	2
1542	8
1543	8
1544	8
1545	5
1546	2
1547	5
1548	5
1549	5
1550	2
1551	2
1552	2
1553	2
1554	2
1555	0
1556	0
1557	0
1558	8
1559	8
1560	0
1561	1
1562	1
1563	1
1564	8
1565	5
1566	2
1567	2
1568	4
1569	4
1570	4
1571	1
1572	0
1573	0
1574	5
1575	5
1576	5
1577	2
1578	2
1579	8
1580	5
1581	2
1582	2
1583	2
1584	0
1585	5
1586	5
1587	5
1588	8
1589	8
1590	8
1591	8
1592	2
1593	2
1594	2
1595	2
1596	2
1597	0
1598	2
1599	2
1600	2
1601	8
1602	8
1603	12
1604	12
1605	12
1606	12
1607	12
1608	12
1609	12
1610	12
1611	12
1612	12
1613	7
1613	12
1614	12
1615	12
1616	12
1617	12
1618	12
1619	7
1620	2
1621	5
1622	2
1623	2
1624	2
1625	7
1626	7
1627	5
1628	5
1629	1
1630	5
1631	5
1632	12
1633	7
1634	6
1635	2
1636	2
1637	2
1638	2
1639	2
1640	2
1641	2
1642	2
1642	16
1643	2
1644	0
1645	5
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	0
1653	2
1654	5
1655	2
1656	2
1657	2
1658	2
1659	5
1660	5
1661	4
1662	2
1663	2
1664	9
1665	2
1666	0
1667	2
1668	2
1669	2
1670	2
1671	2
1672	2
1673	2
1674	4
1675	4
1676	5
1677	0
1678	0
1679	5
1680	1
1681	1
1682	5
1683	5
1684	5
1685	5
1686	5
1687	5
1688	5
1689	5
1690	5
1691	5
1692	5
1693	5
1694	5
1695	5
1696	5
1697	5
1698	5
1699	5
1700	8
1701	2
1702	2
1703	12
1704	7
1705	7
1706	2
1707	2
1708	5
1709	5
1710	5
1711	1
1712	1
1713	5
1714	1
1714	24
1715	1
1716	1
1717	9
1718	9
1719	4
1720	2
1721	5
1722	5
1723	5
1724	4
1725	2
1726	2
1727	2
1728	2
1729	0
1730	2
1731	1
1732	5
1733	5
1734	5
1735	5
1736	5
1737	2
1738	2
1739	0
1740	0
1741	2
1742	2
1743	2
1744	2
1745	5
1746	5
1747	5
1748	5
1749	5
1750	5
1751	4
1752	4
1753	5
1754	7
1755	7
1756	5
1757	4
1758	2
1759	2
1760	2
1761	2
1762	2
1763	2
1764	2
1765	4
1766	5
1767	9
1768	9
1769	9
1770	2
1771	2
1772	5
1773	2
1774	2
1775	1
1776	1
1777	5
1778	0
1779	0
1780	2
1781	2
1782	2
1783	2
1784	2
1785	0
1786	0
1787	0
1788	0
1789	2
1790	2
1791	8
1792	8
1793	8
1794	2
1795	2
1796	2
1797	4
1798	2
1799	2
1800	8
1801	2
1802	5
1803	5
1804	5
1805	5
1806	5
1807	5
1808	5
1809	5
1810	5
1811	5
1812	6
1813	2
1814	2
1815	2
1816	2
1817	0
1818	2
1819	5
1820	5
1821	10
1822	2
1823	2
1824	0
1825	2
1826	2
1827	5
1828	5
1829	7
1830	7
1831	7
1832	1
1833	1
1834	9
1835	2
1836	3
1837	5
1838	5
1839	5
1840	5
1841	5
1842	5
1843	5
1844	3
1845	10
1846	0
1847	4
1848	0
1849	4
1850	0
1851	6
1852	1
1853	1
1854	1
1855	2
1856	2
1857	0
1858	0
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	0
1868	0
1869	1
1870	4
1871	3
1872	3
1873	2
1874	2
1875	2
1876	5
1877	5
1878	0
1879	4
1880	4
1881	2
1882	0
1883	2
1884	2
1885	2
1886	2
1887	2
1888	2
1889	1
1890	1
1891	2
1892	5
1893	5
1894	5
1895	5
1896	5
1897	5
1898	2
1899	2
1900	2
1901	2
1902	2
1903	2
1904	6
1905	6
1906	5
1907	2
1908	2
1909	7
1910	7
1911	6
1911	16
1912	6
1913	2
1914	0
1915	0
1916	5
1917	5
1918	6
1919	0
1920	2
1921	1
1922	1
1923	1
1924	1
1925	1
1926	1
1927	1
1928	1
1929	1
1930	1
1931	0
1932	0
1933	6
1934	0
1935	0
1936	0
1937	0
1938	0
1939	2
1940	2
1941	2
1942	2
1943	5
1944	5
1945	5
1946	5
1947	2
1948	4
1949	0
1950	2
1951	2
1952	2
1953	2
1954	2
1955	2
1956	2
1957	1
1958	1
1959	2
1960	4
1961	4
1962	2
1963	2
1964	2
1965	2
1966	2
1967	2
1968	5
1969	2
1970	2
1971	2
1972	2
1973	2
1974	0
1975	6
1976	6
1977	2
1978	2
1979	2
1980	2
1981	2
1982	0
1983	6
1984	2
1985	2
1986	2
1987	6
1988	6
1989	2
1990	2
1991	2
1992	2
1993	2
1994	5
1995	2
1996	6
1997	6
1998	2
1999	2
2000	2
2001	2
2002	2
2003	2
2004	2
2005	2
2006	2
2007	2
2008	1
2009	2
2010	2
2011	5
2012	5
2013	5
2014	5
2015	5
2016	5
2017	5
2018	8
2019	2
2020	2
2021	2
2022	2
2023	2
2024	2
2025	2
2026	2
2027	2
2028	6
2029	5
2030	8
2031	2
2031	21
2032	2
2033	2
2034	2
2035	1
2036	1
2037	1
2038	2
2039	5
2040	8
2041	8
2042	8
2043	8
2044	6
2045	6
2046	6
2047	6
2048	6
2049	5
2050	5
2051	6
2052	6
2053	6
2054	6
2055	2
2056	2
2057	5
2058	5
2059	5
2060	5
2061	5
2062	1
2063	1
2064	1
2065	2
2066	3
2067	0
2068	5
2069	7
2070	5
2071	1
2072	3
2073	6
2074	2
2075	2
2076	2
2077	2
2078	2
2079	8
2080	2
2081	2
2082	2
2083	8
2084	8
2085	2
2086	8
2087	0
2088	0
2089	2
2090	2
2091	0
2092	2
2093	2
2094	6
2095	6
2096	6
2097	2
2098	2
2099	4
2100	0
2101	3
2102	3
2103	3
2104	5
2105	2
2106	2
2107	2
2108	2
2109	4
2110	4
2111	4
2112	1
2113	5
2114	8
2115	8
2116	5
2117	5
2118	5
2119	5
2120	8
2121	0
2122	0
2123	10
2124	2
2125	8
2126	8
2127	4
2128	4
2129	4
2130	4
2131	4
2132	4
2133	0
2134	8
2135	5
2136	5
2137	2
2138	2
2139	3
2140	3
2141	5
2142	5
2143	0
2144	6
2145	2
2146	2
2147	12
2148	7
2149	2
2150	7
2151	7
2152	7
2153	6
2154	6
2155	6
2156	4
2157	3
2158	2
2159	2
2160	2
2161	2
2162	2
2163	2
2164	5
2165	5
2166	0
2167	0
2168	5
2169	5
2170	5
2171	7
2172	7
2173	8
2174	2
2175	2
2176	2
2177	2
2178	2
2179	3
2180	3
2181	5
2182	5
2183	5
2184	4
2185	4
2186	4
2187	4
2188	2
2189	2
2190	2
2191	5
2192	5
2193	6
2194	6
2195	6
2196	6
2197	4
2198	6
2199	6
2200	6
2201	2
2202	2
2203	8
2204	8
2205	2
2206	8
2207	8
2208	5
2209	5
2210	5
2211	5
2212	5
2213	8
2214	0
2215	4
2216	4
2217	2
2218	2
2219	4
2220	2
2221	2
2222	2
2223	8
2224	1
2225	2
2226	2
2227	5
2228	2
2229	5
2230	2
2231	1
2232	1
2233	2
2234	2
2235	1
2236	1
2237	2
2238	5
2239	1
2240	1
2241	1
2242	2
2243	2
2244	6
2245	6
2246	6
2247	7
2248	0
2249	2
2250	0
2251	12
2252	7
2253	7
2254	2
2255	0
2256	7
2257	1
2258	1
2259	5
2260	2
2261	2
2262	2
2263	5
2264	5
2265	5
2266	5
2267	5
2268	8
2269	7
2270	2
2271	6
2272	6
2273	4
2274	5
2275	2
2276	6
2277	6
2278	6
2279	6
2280	6
2281	6
2282	8
2283	0
2284	5
2285	2
2286	2
2287	2
2288	2
2289	5
2290	8
2291	2
2292	3
2293	8
2294	8
2295	8
2296	8
2297	2
2298	4
2299	4
2300	8
2301	8
2302	8
2303	2
2304	0
2305	2
2306	3
2307	6
2308	2
2309	1
2310	8
2311	8
2312	8
2313	2
2314	0
2315	2
2316	2
2317	5
2318	2
2319	2
2320	6
2321	6
2322	2
2323	2
2324	2
2325	5
2326	0
2327	1
2328	1
2329	1
2330	8
2331	8
2332	0
2333	2
2334	5
2335	5
2336	5
2337	2
2338	2
2339	8
2340	0
2341	5
2342	2
2343	2
2344	2
2345	2
2346	2
2347	2
2348	2
2349	1
2350	1
2351	1
2352	5
2353	6
2354	2
2355	2
2356	2
2357	1
2358	1
2359	8
2360	8
2361	5
2362	4
2363	4
2364	2
2365	6
2366	6
2367	6
2368	6
2369	2
2370	2
2371	2
2372	8
2373	2
2374	2
2375	2
2376	2
2377	2
2378	2
2379	2
2380	2
2381	2
2382	1
2383	1
2384	3
2385	3
2386	3
2387	5
2388	2
2389	8
2390	2
2391	2
2392	12
2393	7
2394	7
2395	7
2396	0
2397	5
2398	5
2399	5
2400	5
2401	5
2402	2
2403	5
2404	5
2405	1
2406	0
2407	6
2408	6
2409	8
2410	8
2411	2
2412	2
2413	4
2414	0
2415	6
2416	2
2417	5
2418	2
2419	2
2420	2
2421	2
2422	0
2423	0
2424	8
2425	5
2426	7
2427	2
2428	2
2429	2
2430	2
2431	2
2432	2
2433	0
2434	4
2435	4
2436	2
2437	5
2438	5
2439	5
2440	0
2441	8
2442	2
2443	2
2444	2
2445	2
2446	2
2447	2
2448	2
2449	5
2450	5
2451	5
2452	4
2453	2
2454	2
2455	2
2456	3
2457	3
2458	0
2459	0
2460	2
2461	2
2462	2
2463	2
2464	2
2465	2
2466	2
2467	5
2468	5
2469	5
2470	5
2471	5
2472	0
2473	8
2474	8
2475	4
2476	4
2477	4
2478	4
2479	0
2480	0
2481	0
2482	0
2483	6
2484	2
2485	1
2486	1
2487	5
2488	1
2489	0
2490	5
2491	5
2492	5
2493	5
2494	5
2495	8
2496	6
2497	6
2498	3
2499	0
2500	3
2501	2
2502	2
2503	2
2504	2
2505	5
2506	1
2507	1
2508	2
2509	2
2510	2
2511	2
2512	2
2513	2
2514	2
2515	5
2516	8
2517	2
2518	2
2519	2
2520	2
2521	2
2522	2
2523	2
2524	2
2525	2
2526	2
2527	2
2528	2
2529	2
2530	2
2531	2
2532	0
2533	2
2534	2
2535	1
2536	2
2537	2
2538	2
2539	5
2540	5
2541	5
2542	5
2543	6
2544	1
2545	1
2546	1
2547	1
2548	2
2549	2
2550	2
2551	5
2552	2
2553	2
2554	2
2555	2
2556	8
2557	8
2558	5
2559	2
2560	2
2561	2
2562	2
2563	2
2564	1
2565	5
2566	5
2567	2
2568	2
2569	4
2570	1
2571	1
2572	1
2573	2
2574	5
2575	6
2576	4
2577	4
2578	4
2579	4
2580	4
2581	1
2582	5
2583	0
2584	0
2585	0
2586	6
2587	6
2588	2
2589	2
2590	2
2591	2
2592	5
2593	1
2594	1
2595	6
2596	5
2597	5
2598	0
2599	0
2600	5
2601	0
2602	2
2603	2
2604	5
2605	5
2606	6
2607	0
2608	0
2609	6
2610	5
2611	5
2612	0
2613	0
2614	2
2615	5
2616	2
2617	5
2618	2
2619	2
2620	5
2621	5
2622	2
2623	2
2624	2
2625	2
2626	2
2627	2
2628	2
2629	2
2630	7
2631	5
2632	6
2633	2
2634	2
2635	2
2636	6
2637	4
2638	1
2639	1
2640	2
2641	2
2642	2
2643	2
2644	2
2645	0
2646	0
2647	0
2648	2
2649	2
2650	2
2651	6
2651	13
2652	4
2653	4
2654	2
2655	5
2656	5
2657	2
2658	2
2659	2
2660	5
2661	3
2662	2
2663	1
2664	5
2665	5
2666	1
2667	5
2668	5
2669	2
2670	4
2671	0
2672	5
2673	5
2674	2
2675	2
2676	2
2677	2
2678	2
2679	2
2680	5
2681	5
2682	8
2683	0
2684	2
2685	2
2686	2
2687	4
2688	3
2689	3
2690	5
2691	2
2692	2
2693	2
2694	1
2695	2
2696	2
2697	2
2698	2
2699	2
2700	0
2701	2
2702	2
2703	2
2704	2
2705	4
2706	4
2707	4
2708	4
2709	4
2710	4
2711	5
2712	5
2713	5
2714	2
2715	2
2716	2
2717	1
2718	1
2719	4
2720	4
2721	4
2722	8
2723	8
2724	4
2725	0
2726	0
2727	8
2728	5
2729	3
2730	3
2731	3
2732	2
2733	2
2734	2
2735	2
2736	8
2737	2
2738	5
2739	2
2740	2
2741	2
2742	1
2743	1
2744	2
2745	5
2746	5
2747	5
2748	2
2749	2
2750	2
2751	0
2752	2
2753	2
2754	0
2755	4
2756	6
2757	6
2758	6
2759	5
2760	2
2761	6
2762	5
2763	8
2764	5
2765	5
2766	7
2767	6
2768	0
2769	2
2770	2
2771	5
2772	8
2773	8
2774	5
2775	2
2776	10
2777	0
2778	2
2779	0
2780	5
2781	2
2782	1
2783	10
2784	2
2785	2
2786	2
2787	6
2788	2
2789	8
2790	5
2791	5
2792	5
2793	8
2794	8
2794	16
2795	2
2796	5
2797	5
2798	5
2799	0
2800	0
2801	8
2802	4
2803	2
2804	0
2805	0
2806	0
2807	5
2808	5
2809	5
2810	5
2811	5
2812	5
2813	5
2814	5
2815	5
2816	5
2817	5
2818	5
2819	5
2820	5
2821	5
2822	5
2823	5
2824	7
2825	7
2826	2
2827	2
2828	2
2829	2
2830	2
2831	1
2832	8
2833	2
2834	2
2835	5
2836	2
2837	5
2838	1
2839	1
2840	5
2841	6
2842	6
2843	2
2844	2
2845	2
2846	2
2847	2
2848	2
2849	6
2850	6
2851	6
2852	6
2853	2
2854	5
2855	5
2856	2
2857	2
2858	7
2859	0
2860	0
2861	0
2862	0
2863	0
2864	2
2865	0
2866	2
2867	2
2868	5
2869	5
2870	2
2871	3
2872	2
2873	2
2874	2
2875	0
2876	8
2877	0
2878	0
2879	2
2880	2
2881	2
2882	2
2883	2
2884	6
2885	6
2886	2
2887	2
2888	2
2889	5
2890	2
2891	2
2892	2
2893	6
2894	5
2895	5
2896	8
2897	8
2898	0
2899	0
2900	5
2901	5
2902	5
2903	5
2904	5
2905	5
2906	5
2907	5
2908	1
2909	5
2910	5
2911	5
2912	5
2913	2
2914	2
2915	2
2916	0
2917	3
2918	3
2919	3
2920	2
2921	1
2922	1
2923	8
2924	4
2925	4
2926	2
2927	2
2928	4
2929	0
2930	0
2931	8
2932	3
2933	0
2934	4
2935	1
2936	1
2937	0
2938	2
2939	4
2940	6
2941	6
2942	6
2943	2
2944	2
2945	2
2946	0
2947	0
2948	6
2949	6
2950	5
2951	1
2952	4
2953	4
2954	4
2955	5
2956	7
2957	7
2958	7
2959	0
2960	0
2961	5
2962	2
2963	2
2964	2
2965	2
2966	2
2967	2
2968	2
2969	2
2970	0
2971	0
2972	0
2973	5
2974	5
2975	5
2976	5
2977	5
2978	2
2979	2
2980	2
